FIR No.,FIR Date,Unit Name,PS Name,Crime Head,Occurrence From,Occurrence To,MO - Tools,MO - Entry Point,MO - Entry,MO - Premises,MO - Search,Accused Count,MO - Concealment,MO - Target,Property Lost,Came By,Fled By,Vehicle Category,MO - Vehicle Start,Place Of Theft,Offender Vehicle,Victim Was,Fled Towards,ATM Location Type,MO - ATM,Alarm,Brief Facts
KA-KAL-03/0011/2021,27-Mar-2021 1614 hrs,Kalaburagi,KA-KAL-03,Theft - Vehicle,19-Mar-2021 2155 hrs,20-Mar-2021 0400 hrs,Gas Welding Set,,,,,Single,Face Covered,Pre-Surveyed,Vehicle,Walking,Walking,Scooter,Master Key,Residence Parking,,,,,,,"It is alleged that between 19-Mar-2021 2155 hrs and 20-Mar-2021 0400 hrs unknown accused committed vehicle theft within Kalaburagi. It is stated that the accused used a gas cutter, struck at night, acted alone, stole a scooter, had their faces covered, took a vehicle, took it from residential parking, fled on foot and appear to have watched the place beforehand. Nearby shops were closed at the time. Street lights in the area were reported not working."
KA-DHA-06/0013/2021,28-Mar-2021 0255 hrs,Dharwad,KA-DHA-06,Theft - Vehicle,26-Mar-2021 0158 hrs,26-Mar-2021 0631 hrs,Screwdriver,,,,,Single,None,Random,Vehicle,Bike,Walking,,Lifted/Towed,Road Side,,,,,,,"The complainant lodged a complaint at KA-DHA-06 regarding vehicle theft between 26-Mar-2021 0158 hrs and 26-Mar-2021 0631 hrs. It is stated that the accused took it from the roadside, fled on foot, came on a two-wheeler, struck early in the morning, appear to have picked the target by chance, used a screwdriver, lifted or towed it away and took a vehicle. The complainant noticed the incident on returning and informed the police. Nearby shops were closed at the time."
KA-DHA-04/0011/2021,28-Mar-2021 1103 hrs,Dharwad,KA-DHA-04,Theft - Vehicle,26-Mar-2021 1806 hrs,27-Mar-2021 0029 hrs,Iron Rod,,,,,Gang (4+),None,Pre-Surveyed,Vehicle,Bike,Bike,,Wire Bypass,Bus/Railway Station,,,,,,,"Brief facts: the complainant states that on or between 26-Mar-2021 1806 hrs and 27-Mar-2021 0029 hrs a vehicle theft was committed in Dharwad limits. It is stated that the accused appear to have watched the place beforehand, came on a two-wheeler, struck during the day, were a group of four or more, fled on a two-wheeler, took it from station parking, took a vehicle, started it by joining the wires, made no attempt to avoid identification and used a crowbar. The dog squad was summoned to the spot. Street lights in the area were reported not working."
KA-DHA-07/0014/2021,28-Mar-2021 1155 hrs,Dharwad,KA-DHA-07,Theft - Vehicle,28-Mar-2021 0300 hrs,28-Mar-2021 0628 hrs,Screwdriver,,,,,Single,None,Random,Vehicle,Walking,Bike,Motorcycle,Wire Bypass,Public Parking,,,,,,,"The complainant lodged a complaint at KA-DHA-07 regarding vehicle theft between 28-Mar-2021 0300 hrs and 28-Mar-2021 0628 hrs. It is stated that the accused started it by joining the wires, used a screwdriver, appear to have picked the target by chance, struck early in the morning, acted alone, stole a motorcycle, made no attempt to avoid identification, took a vehicle, came on foot and fled on a two-wheeler. It had been raining heavily that evening. The dog squad was summoned to the spot."
KA-KAL-04/0014/2021,28-Mar-2021 1257 hrs,Kalaburagi,KA-KAL-04,Burglary - Commercial,26-Mar-2021 2035 hrs,27-Mar-2021 0325 hrs,Iron Rod,Window,Unforced - key,Warehouse,Ransacked,Gang (4+),None,Random,Nothing Lost,Walking,Car/Jeep,,,,,,,,,,"The complainant lodged a complaint at KA-KAL-04 regarding break-in at commercial premises between 26-Mar-2021 2035 hrs and 27-Mar-2021 0325 hrs. It is stated that the accused took nothing, fled in a four-wheeler, were a group of four or more, opened it with a duplicate key, made no attempt to avoid identification, ransacked the place and got in through a window. A spot panchnama was drawn up in the presence of witnesses. Nearby shops were closed at the time."
KA-DHA-01/0011/2021,28-Mar-2021 2229 hrs,Dharwad,KA-DHA-01,Burglary - Commercial,28-Mar-2021 0330 hrs,28-Mar-2021 1338 hrs,None Observed,Window,Forced - grill cut,Warehouse,Targeted,,None,Insider Tip,Cash / Electronics,,Walking,,,,,,,,,,"Brief facts: the complainant states that on or between 28-Mar-2021 0330 hrs and 28-Mar-2021 1338 hrs a break-in at commercial premises was committed in Dharwad limits. It is stated that the accused struck during the day, took cash, took electronic items, made no attempt to avoid identification, struck while the premises were closed for the night, went straight to where the valuables were kept, got in through a window, appear to have had inside information, targeted a godown, cut the grill and fled on foot. The beat constable had passed the area about an hour earlier."
KA-KAL-04/0015/2021,29-Mar-2021 0251 hrs,Kalaburagi,KA-KAL-04,Theft - Vehicle,27-Mar-2021 1646 hrs,28-Mar-2021 1001 hrs,Screwdriver,,,,,Single,None,Random,Vehicle,Walking,Bike,Motorcycle,Master Key,Residence Parking,,,,,,,"Brief facts: the complainant states that on or between 27-Mar-2021 1646 hrs and 28-Mar-2021 1001 hrs a vehicle theft was committed in Kalaburagi limits. It is stated that the accused came on foot, made no attempt to avoid identification, took it from residential parking, fled on a two-wheeler, appear to have picked the target by chance, took a vehicle and started it with a duplicate key. A relative of the complainant was the first to notice. The complainant has submitted bills for some of the items."
KA-BEL-04/0013/2021,29-Mar-2021 1701 hrs,Belagavi,KA-BEL-04,Cheating - ATM,28-Mar-2021 2030 hrs,28-Mar-2021 2257 hrs,None Observed,,,,,Gang (4+),Face Covered,Pre-Surveyed,Cash,,Car/Jeep,,,,,,,Onsite,Cash Trapping,Working,"Brief facts: the complainant states that on or between 28-Mar-2021 2030 hrs and 28-Mar-2021 2257 hrs a ATM tampering was committed in Belagavi limits. It is stated that the accused left the alarm untouched, fitted a cash trap, appear to have watched the place beforehand, struck during the day, fled in a four-wheeler, took cash and left no sign of tools. The beat constable had passed the area about an hour earlier. It had been raining heavily that evening."
KA-KAL-03/0012/2021,29-Mar-2021 1722 hrs,Kalaburagi,KA-KAL-03,Burglary - Dwelling,28-Mar-2021 2025 hrs,29-Mar-2021 0739 hrs,,Door,Forced - door,Apartment,Selective Search,,None,,Gold Jewellery / Cash / Electronics,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-KAL-03 regarding house burglary between 28-Mar-2021 2025 hrs and 29-Mar-2021 0739 hrs. It is stated that the accused targeted an apartment, got in through the door, struck at night, took gold ornaments, took cash, took electronic items, took only selected valuables, appear to have had inside information, came on a two-wheeler, fled on a two-wheeler and made no attempt to avoid identification. The complainant does not suspect anyone. A relative of the complainant was the first to notice."
KA-MYS-03/0014/2021,29-Mar-2021 2057 hrs,Mysuru,KA-MYS-03,Theft - Vehicle,28-Mar-2021,29-Mar-2021,None Observed,,,,,Single,None,,Vehicle,Walking,Bike,Motorcycle,Key Left In Vehicle,Market,,,,,,,"Brief facts: the complainant states that on or between 28-Mar-2021 and 29-Mar-2021 a vehicle theft was committed in Mysuru limits. It is stated that the accused found the key left in the vehicle, acted alone, took it from a market area, fled on a two-wheeler, left no sign of tools, stole a motorcycle and took a vehicle. A spot panchnama was drawn up in the presence of witnesses. The complainant has submitted bills for some of the items."
KA-BEN-05/0022/2021,29-Mar-2021 2105 hrs,Bengaluru Urban,KA-BEN-05,Theft - Chain Snatching,29-Mar-2021,29-Mar-2021,None Observed,,,,,Two-Three,None,Random,,Bike,Bike,,,,Motorcycle,Morning Walk,Highway,,,,"Brief facts: the complainant states that on or between 29-Mar-2021 and 29-Mar-2021 a chain snatching was committed in Bengaluru Urban limits. It is stated that the accused were two or three persons, left no sign of tools, targeted a victim on a morning walk, fled on a two-wheeler, came on a two-wheeler, escaped towards the highway and rode a motorcycle. The total value of the stolen property is estimated at Rs. 262,822. Fingerprint experts visited the scene."
KA-DHA-01/0012/2021,30-Mar-2021 0217 hrs,Dharwad,KA-DHA-01,Burglary - Dwelling,20-Mar-2021 1314 hrs,29-Mar-2021 0412 hrs,None Observed,Window,Forced - grill cut,Row House,Ransacked,Two-Three,None,Random,Nothing Lost,Bike,Bike,,,,,,,,,,"Brief facts: the complainant states that on or between 20-Mar-2021 1314 hrs and 29-Mar-2021 0412 hrs a house burglary was committed in Dharwad limits. It is stated that the accused ransacked the place, fled on a two-wheeler, made no attempt to avoid identification, came on a two-wheeler, left no sign of tools, targeted a row house, took nothing and cut the grill. The beat constable had passed the area about an hour earlier. Fingerprint experts visited the scene."
KA-BEN-03/0013/2021,30-Mar-2021 1252 hrs,Bengaluru Urban,KA-BEN-03,Theft - Vehicle,29-Mar-2021 1202 hrs,30-Mar-2021 0356 hrs,,,,,,Single,None,Pre-Surveyed,Documents / Vehicle,,Bike,Motorcycle,,Road Side,,,,,,,"The complainant lodged a complaint at KA-BEN-03 regarding vehicle theft between 29-Mar-2021 1202 hrs and 30-Mar-2021 0356 hrs. It is stated that the accused acted alone, fled on a two-wheeler, took it from the roadside, started it by joining the wires, stole a motorcycle, took documents and took a vehicle. The total value of the stolen property is estimated at Rs. 409,467. The complainant does not suspect anyone."
KA-MYS-03/0015/2021,30-Mar-2021 1412 hrs,Mysuru,KA-MYS-03,Theft - Vehicle,30-Mar-2021 0410 hrs,30-Mar-2021 0628 hrs,Cutting Plier / Screwdriver,,,,,Single,None,Pre-Surveyed,Electronics / Vehicle,,,Motorcycle,Master Key,Road Side,,,,,,,"The complainant lodged a complaint at KA-MYS-03 regarding vehicle theft between 30-Mar-2021 0410 hrs and 30-Mar-2021 0628 hrs. It is stated that the accused appear to have watched the place beforehand, took electronic items, took a vehicle, made no attempt to avoid identification, took it from the roadside, used a cutter, used a screwdriver, started it with a duplicate key, struck early in the morning, stole a motorcycle, acted alone and fled on a two-wheeler. The total value of the stolen property is estimated at Rs. 420,937. The beat constable had passed the area about an hour earlier."
KA-KAL-07/0007/2021,30-Mar-2021 1453 hrs,Kalaburagi,KA-KAL-07,Burglary - Dwelling,30-Mar-2021 0323 hrs,30-Mar-2021 0552 hrs,Iron Rod,Window,Unforced,Apartment,Targeted,Gang (4+),None,Random,Cash,Bike,Bike,,,,,,,,,,"It is alleged that between 30-Mar-2021 0323 hrs and 30-Mar-2021 0552 hrs unknown accused committed house burglary within Kalaburagi. It is stated that the accused fled on a two-wheeler, targeted an apartment, went straight to where the valuables were kept, got in through a window, struck while the occupants were out, entered without force, made no attempt to avoid identification, took cash, were a group of four or more, used a crowbar, appear to have picked the target by chance and struck early in the morning. The total value of the stolen property is estimated at Rs. 440,340. A relative of the complainant was the first to notice."
KA-BEL-03/0012/2021,30-Mar-2021 1623 hrs,Belagavi,KA-BEL-03,Theft - Vehicle,28-Mar-2021 1846 hrs,29-Mar-2021 0311 hrs,Screwdriver,,,,,Two-Three,None,Random,Vehicle,Walking,Bike,Motorcycle,Handle Lock Broken,Market,,,,,,,"Brief facts: the complainant states that on or between 28-Mar-2021 1846 hrs and 29-Mar-2021 0311 hrs a vehicle theft was committed in Belagavi limits. It is stated that the accused took it from a market area, were two or three persons, used a screwdriver, fled on a two-wheeler, came on foot, stole a motorcycle, broke the handle lock and appear to have picked the target by chance. Enquiries with nearby residents are in progress. The complainant has submitted bills for some of the items."
KA-MYS-07/0008/2021,30-Mar-2021 2257 hrs,Mysuru,KA-MYS-07,Theft - Vehicle,29-Mar-2021 1219 hrs,30-Mar-2021 0628 hrs,None Observed,,,,,Single,None,Random,Vehicle,Bike,,Car,Handle Lock Broken,Residence Parking,,,,,,,"The complainant lodged a complaint at KA-MYS-07 regarding vehicle theft between 29-Mar-2021 1219 hrs and 30-Mar-2021 0628 hrs. It is stated that the accused broke the handle lock, made no attempt to avoid identification, appear to have picked the target by chance, came on a two-wheeler and took a vehicle. Enquiries with nearby residents are in progress. The complainant does not suspect anyone."
KA-BEL-01/0006/2021,31-Mar-2021 0146 hrs,Belagavi,KA-BEL-01,Burglary - Dwelling,28-Mar-2021 2225 hrs,29-Mar-2021 0237 hrs,None Observed,Window,Forced - lock,Apartment,Targeted,Two-Three,None,Insider Tip,Gold Jewellery,,Bike,,,,,,,,,,"Brief facts: the complainant states that on or between 28-Mar-2021 2225 hrs and 29-Mar-2021 0237 hrs a house burglary was committed in Belagavi limits. It is stated that the accused left no sign of tools, took gold ornaments, appear to have had inside information, made no attempt to avoid identification, were two or three persons, struck at night, got in through a window and went straight to where the valuables were kept. The complainant has submitted bills for some of the items. It had been raining heavily that evening."
KA-BEL-04/0014/2021,31-Mar-2021 0419 hrs,Belagavi,KA-BEL-04,Theft - Vehicle,30-Mar-2021 0750 hrs,30-Mar-2021 2221 hrs,None Observed,,,,,Single,None,Random,Vehicle,Walking,Bike,Scooter,Master Key,Road Side,,,,,,,"Brief facts: the complainant states that on or between 30-Mar-2021 0750 hrs and 30-Mar-2021 2221 hrs a vehicle theft was committed in Belagavi limits. It is stated that the accused took it from the roadside, fled on a two-wheeler, appear to have picked the target by chance, came on foot, made no attempt to avoid identification, acted alone, started it with a duplicate key, left no sign of tools, stole a scooter and took a vehicle. Nearby shops were closed at the time. Enquiries with nearby residents are in progress."
KA-KAL-04/0016/2021,31-Mar-2021 1000 hrs,Kalaburagi,KA-KAL-04,Burglary - Commercial,30-Mar-2021 0841 hrs,30-Mar-2021 2017 hrs,,Rolling Shutter,Forced - door,Shop,Targeted,Two-Three,None,Pre-Surveyed,Nothing Lost,Bike,Walking,,,,,,,,,,"Brief facts: the complainant states that on or between 30-Mar-2021 0841 hrs and 30-Mar-2021 2017 hrs a break-in at commercial premises was committed in Kalaburagi limits. It is stated that the accused were two or three persons, fled on foot, took nothing, got in by lifting the shutter, targeted a shop, went straight to where the valuables were kept, forced the door open, appear to have watched the place beforehand and made no attempt to avoid identification. Street lights in the area were reported not working. It had been raining heavily that evening."
