THANA,ZILA,APRADH_KRAMANK,DARJ_DINANK,APRADH_SHIRSH,GHATNA_DINANK_SE,GHATNA_DINANK_TAK,GHATNA_VIVARAN,PRAVESH_STHAN,PRAVESH_VIDHI,PARISAR,MAKAN_STHITI,TALASHI_PRAKAR,AAROPI_SANKHYA,UPKARAN,PEHCHAN_CHHIPANA,LAKSHYA_CHAYAN,CHORI_SAMPATTI,AAGAMAN_SADHAN,PALAYAN_SADHAN,VAHAN_SHRENI,VAHAN_CHALU_VIDHI,VAHAN_STHAN,AAROPI_VAHAN,PEEDIT_GATIVIDHI,PALAYAN_DISHA,ATM_STHAN,ATM_CHHEDCHHAD,ALARM_STHITI
MP-GWA-01,Gwalior,MP-GWA-01/0004/2022,18-01-2022 09:56 PM,GRIH_BHEDAN,17-01-2022 11:41 PM,18-01-2022 12:30 PM,"Complainant appeared at MP-GWA-01 and stated that a house burglary happened between 17-01-2022 11:41 PM and 18-01-2022 12:30 PM in Gwalior. It is stated that the accused used a crowbar, used a screwdriver, got in through a window, disabled the CCTV camera, forced the door open, targeted a row house, struck while the occupants were out and took nothing. It had been raining heavily that evening. Neighbours stated they did not hear anything unusual.",KHIDKI,,KATAR_MAKAN,THODI_DER_BAHAR,,,SABBAL|PECHKAS,CCTV_TODA,,KUCHH_NAHI,PAIDAL,,,,,,,,,,
MP-GWA-03,Gwalior,MP-GWA-03/0005/2022,18-01-2022 11:06 PM,GRIH_BHEDAN,16-01-2022 11:58 PM,17-01-2022 03:07 AM,"Complainant appeared at MP-GWA-03 and stated that a house burglary happened between 16-01-2022 11:58 PM and 17-01-2022 03:07 AM in Gwalior. It is stated that the accused took gold ornaments, took cash, broke the lock, climbed in via the balcony, had their faces covered, used a crowbar, acted alone, came on a two-wheeler and took only selected valuables. Nearby shops were closed at the time. Neighbours stated they did not hear anything unusual.",BALCONY,TALA_TODA,SWATANTRA_MAKAN,GHAR_WALE_MAUJOOD,CHUNINDA_SAMAN,EK,SABBAL,MUNH_DHAKA,,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,PAIDAL,,,,,,,,,
MP-UJJ-03,Ujjain,MP-UJJ-03/0006/2022,19-01-2022 12:22 AM,VAHAN_CHORI,16-01-2022 10:48 PM,17-01-2022 04:12 AM,"Report received at MP-UJJ-03, Ujjain: vehicle theft between 16-01-2022 10:48 PM and 17-01-2022 04:12 AM. It is stated that the accused fled on foot, came on foot, took a vehicle and were a group of four or more. Neighbours stated they did not hear anything unusual. The beat constable had passed the area about an hour earlier.",,,,,,CHAAR_SE_ADHIK,PECHKAS,KOI_NAHI,,VAHAN,PAIDAL,PAIDAL,SCOOTY,NAKLI_CHABI,,,,,,,
MP-BHO-02,Bhopal,MP-BHO-02/0004/2022,19-01-2022 01:43 AM,CHAIN_JHAPATNA,18-01-2022 08:57 PM,18-01-2022 09:04 PM,"The informant reported a chain snatching in the jurisdiction of MP-BHO-02 between 18-01-2022 08:57 PM and 18-01-2022 09:04 PM. It is stated that the accused were two or three persons, took gold ornaments, took cash, targeted a victim waiting for transport, had their faces covered, left no sign of tools, fled on a two-wheeler and struck during the day. A relative of the complainant was the first to notice. Enquiries with nearby residents are in progress.",,,,,,DO_TEEN,KOI_NAHI,MUNH_DHAKA,,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,BUS_KA_INTEZAAR,HIGHWAY,,,
MP-IND-03,Indore,MP-IND-03/0005/2022,19-01-2022 03:17 AM,ATM_CHHEDCHHAD,18-01-2022 02:07 AM,18-01-2022 09:40 AM,"Report received at MP-IND-03, Indore: ATM tampering between 18-01-2022 02:07 AM and 18-01-2022 09:40 AM. It is stated that the accused cut the machine open with gas, came in a four-wheeler, left the alarm untouched and fled in a four-wheeler. The complainant has submitted bills for some of the items. A spot panchnama was drawn up in the presence of witnesses.",,,,,,DO_TEEN,,,,NAKAD,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,SHAKHA_ATM,GAS_SE_KATA,ALARM_CHALU
MP-BHO-01,Bhopal,MP-BHO-01/0003/2022,19-01-2022 03:58 AM,ATM_CHHEDCHHAD,17-01-2022 11:04 PM,18-01-2022 02:55 AM,"Report received at MP-BHO-01, Bhopal: ATM tampering between 17-01-2022 11:04 PM and 18-01-2022 02:55 AM. It is stated that the accused left no sign of tools, targeted a white-label ATM, struck at night, came in a four-wheeler, disabled the alarm, used explosives on the machine and were a group of four or more. The beat constable had passed the area about an hour earlier. The dog squad was summoned to the spot.",,,,,,CHAAR_SE_ADHIK,KOI_NAHI,,,NAKAD,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,WHITE_LABEL_ATM,VISFOTAK,ALARM_BAND_KIYA
MP-IND-03,Indore,MP-IND-03/0006/2022,19-01-2022 04:06 AM,ATM_CHHEDCHHAD,17-01-2022 10:37 AM,17-01-2022 11:51 PM,"Complainant appeared at MP-IND-03 and stated that a ATM tampering happened between 17-01-2022 10:37 AM and 17-01-2022 11:51 PM in Indore. It is stated that the accused came in a four-wheeler, were two or three persons, fled in a four-wheeler, made no attempt to avoid identification, used a screwdriver, used a gas cutter, forced the machine open, disabled the alarm and targeted a white-label ATM. The complainant noticed the incident on returning and informed the police. The complainant has submitted bills for some of the items.",,,,,,DO_TEEN,PECHKAS|GAS_KATAR,KOI_NAHI,REKI_KI,,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,WHITE_LABEL_ATM,TODKAR_KHOLA,ALARM_BAND_KIYA
MP-GWA-02,Gwalior,MP-GWA-02/0011/2022,19-01-2022 04:08 AM,GRIH_BHEDAN,27-12-2021 12:05 PM,17-01-2022 11:10 PM,"Complainant appeared at MP-GWA-02 and stated that a house burglary happened between 27-12-2021 12:05 PM and 17-01-2022 11:10 PM in Gwalior. It is stated that the accused made no attempt to avoid identification, struck while the house was locked for days, came on foot, targeted an independent house, used a crowbar, used a screwdriver and got in through the door. The dog squad was summoned to the spot. A spot panchnama was drawn up in the presence of witnesses.",DARWAZA,GRILL_KATI,SWATANTRA_MAKAN,BAHARGAON_GAYE,SAB_BIKHRA,,SABBAL|PECHKAS,KOI_NAHI,,SONE_KE_GAHNE|NAKAD|ELECTRONIC_SAMAN,PAIDAL,,,,,,,,,,
MP-UJJ-02,Ujjain,MP-UJJ-02/0004/2022,19-01-2022 02:05 PM,VAHAN_CHORI,15-01-2022 02:47 PM,15-01-2022 10:25 PM,"Report received at MP-UJJ-02, Ujjain: vehicle theft between 15-01-2022 02:47 PM and 15-01-2022 10:25 PM. It is stated that the accused used a crowbar, took it from the roadside, stole a motorcycle, acted alone, made no attempt to avoid identification, appear to have picked the target by chance, took a vehicle and started it by joining the wires. The dog squad was summoned to the spot. The beat constable had passed the area about an hour earlier.",,,,,,EK,SABBAL,KOI_NAHI,,VAHAN,PAIDAL,,MOTORCYCLE,TAAR_JODKAR,SADAK_KINARE,,,,,,
MP-IND-04,Indore,MP-IND-04/0005/2022,19-01-2022 06:02 PM,ATM_CHHEDCHHAD,18-01-2022 01:03 AM,19-01-2022 08:52 AM,"Complainant appeared at MP-IND-04 and stated that a ATM tampering happened between 18-01-2022 01:03 AM and 19-01-2022 08:52 AM in Indore. It is stated that the accused wore gloves, appear to have watched the place beforehand, left the alarm untouched, came in a four-wheeler, left no sign of tools, took cash, fitted a skimming device and were two or three persons. The beat constable had passed the area about an hour earlier. The dog squad was summoned to the spot.",,,,,,DO_TEEN,KOI_NAHI,DASTANE,REKI_KI,NAKAD,CHAR_PAHIYA,,,,,,,,,SKIMMER_LAGAYA,ALARM_CHALU
MP-IND-02,Indore,MP-IND-02/0002/2022,20-01-2022 02:12 AM,VAHAN_CHORI,19-01-2022 10:10 AM,19-01-2022 03:39 PM,"Complainant appeared at MP-IND-02 and stated that a vehicle theft happened between 19-01-2022 10:10 AM and 19-01-2022 03:39 PM in Indore. It is stated that the accused appear to have picked the target by chance, lifted or towed it away and struck during the day. A spot panchnama was drawn up in the presence of witnesses. Nearby shops were closed at the time.",,,,,,,KOI_NAHI,KOI_NAHI,AKASMIK,VAHAN,DO_PAHIYA,,MAAL_VAHAN,UTHA_LE_GAYE,SARVAJANIK_PARKING,,,,,,
MP-IND-06,Indore,MP-IND-06/0002/2022,20-01-2022 04:22 AM,GRIH_BHEDAN,19-01-2022 08:00 PM,19-01-2022 09:52 PM,"Report received at MP-IND-06, Indore: house burglary between 19-01-2022 08:00 PM and 19-01-2022 09:52 PM. It is stated that the accused fled on foot, came on a two-wheeler, broke the lock, made no attempt to avoid identification, struck during the day, took gold ornaments, struck while the occupants were inside, got in through the door, used a crowbar and used a screwdriver. Nearby shops were closed at the time. Street lights in the area were reported not working.",DARWAZA,TALA_TODA,FLAT,GHAR_WALE_MAUJOOD,,EK,SABBAL|PECHKAS,KOI_NAHI,,SONE_KE_GAHNE,DO_PAHIYA,PAIDAL,,,,,,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0004/2022,20-01-2022 07:30 AM,DUKAN_BHEDAN,18-01-2022 10:08 AM,18-01-2022 10:35 PM,"Complainant appeared at MP-BHO-01 and stated that a break-in at commercial premises happened between 18-01-2022 10:08 AM and 18-01-2022 10:35 PM in Bhopal. It is stated that the accused appear to have watched the place beforehand, took only selected valuables, targeted a shop, fled on a two-wheeler, struck while the premises were closed for the night and forced the door open. Fingerprint experts visited the scene. Nearby shops were closed at the time.",,DHAKKA_DEKAR_KHOLA,DUKAN,RAAT_ME_BAND,CHUNINDA_SAMAN,,SABBAL|PECHKAS,KOI_NAHI,REKI_KI,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-IND-03,Indore,MP-IND-03/0007/2022,20-01-2022 09:50 AM,VAHAN_CHORI,18-01-2022 12:33 AM,19-01-2022 12:26 AM,"Report received at MP-IND-03, Indore: vehicle theft between 18-01-2022 12:33 AM and 19-01-2022 12:26 AM. It is stated that the accused made no attempt to avoid identification, took a vehicle, started it by joining the wires and stole a motorcycle. Street lights in the area were reported not working.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,,VAHAN,,DO_PAHIYA,MOTORCYCLE,TAAR_JODKAR,GHAR_KE_BAHAR,,,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0005/2022,20-01-2022 12:29 PM,CHAIN_JHAPATNA,20-01-2022 05:17 AM,20-01-2022 05:20 AM,"Complainant appeared at MP-BHO-01 and stated that a chain snatching happened between 20-01-2022 05:17 AM and 20-01-2022 05:20 AM in Bhopal. It is stated that the accused rode a motorcycle, targeted a victim who was shopping, appear to have picked the target by chance, were two or three persons, took gold ornaments, fled on a two-wheeler, came on a two-wheeler and left no sign of tools. The beat constable had passed the area about an hour earlier. It had been raining heavily that evening.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,AKASMIK,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,KHAREEDARI,GALIYON_SE,,,
MP-GWA-06,Gwalior,MP-GWA-06/0006/2022,20-01-2022 01:37 PM,GRIH_BHEDAN,19-01-2022 03:07 PM,20-01-2022 12:26 PM,"The informant reported a house burglary in the jurisdiction of MP-GWA-06 between 19-01-2022 03:07 PM and 20-01-2022 12:26 PM. It is stated that the accused struck while the occupants were out, were two or three persons, appear to have picked the target by chance, came on foot, targeted an apartment, took cash, took electronic items and made a hole in the wall. It had been raining heavily that evening. The complainant has submitted bills for some of the items.",DEEWAR_TODKAR,TALA_TODA,FLAT,THODI_DER_BAHAR,,DO_TEEN,KOI_NAHI,KOI_NAHI,AKASMIK,NAKAD|ELECTRONIC_SAMAN,PAIDAL,,,,,,,,,,
MP-UJJ-03,Ujjain,MP-UJJ-03/0007/2022,20-01-2022 06:30 PM,GRIH_BHEDAN,19-01-2022 05:56 PM,19-01-2022 11:19 PM,"Complainant appeared at MP-UJJ-03 and stated that a house burglary happened between 19-01-2022 05:56 PM and 19-01-2022 11:19 PM in Ujjain. It is stated that the accused targeted an apartment, struck during the day, ransacked the place, made no attempt to avoid identification, cut the grill, appear to have watched the place beforehand and took cash. Neighbours stated they did not hear anything unusual.",BALCONY,GRILL_KATI,FLAT,THODI_DER_BAHAR,SAB_BIKHRA,,KOI_NAHI,KOI_NAHI,REKI_KI,NAKAD,PAIDAL,,,,,,,,,,
MP-JAB-01,Jabalpur,MP-JAB-01/0005/2022,20-01-2022 10:36 PM,VAHAN_CHORI,17-01-2022 08:47 AM,18-01-2022 01:52 AM,"Complainant appeared at MP-JAB-01 and stated that a vehicle theft happened between 17-01-2022 08:47 AM and 18-01-2022 01:52 AM in Jabalpur. It is stated that the accused appear to have picked the target by chance, were two or three persons, stole a scooter, came on a two-wheeler, left no sign of tools, started it with a duplicate key and took a vehicle. The dog squad was summoned to the spot. Enquiries with nearby residents are in progress.",,,,,,DO_TEEN,KOI_NAHI,,AKASMIK,VAHAN,DO_PAHIYA,,SCOOTY,NAKLI_CHABI,GHAR_KE_BAHAR,,,,,,
MP-UJJ-02,Ujjain,MP-UJJ-02/0005/2022,21-01-2022 02:04 PM,VAHAN_CHORI,20-01-2022,21-01-2022,"Report received at MP-UJJ-02, Ujjain: vehicle theft between 20-01-2022 and 21-01-2022. It is stated that the accused stole a motorcycle, appear to have watched the place beforehand, took it from a market area, lifted or towed it away, struck early in the morning and left no sign of tools. It had been raining heavily that evening. Street lights in the area were reported not working.",,,,,,EK,KOI_NAHI,KOI_NAHI,REKI_KI,ELECTRONIC_SAMAN|VAHAN,,,MOTORCYCLE,UTHA_LE_GAYE,BAZAAR,,,,,,
MP-IND-03,Indore,MP-IND-03/0008/2022,21-01-2022 02:49 PM,GRIH_BHEDAN,20-01-2022 10:13 AM,21-01-2022 03:02 AM,"The informant reported a house burglary in the jurisdiction of MP-IND-03 between 20-01-2022 10:13 AM and 21-01-2022 03:02 AM. It is stated that the accused targeted an independent house, were two or three persons, struck while the occupants were out, fled in a four-wheeler, took nothing, left no sign of tools and got in through the door. Enquiries with nearby residents are in progress. Nearby shops were closed at the time.",DARWAZA,GRILL_KATI,SWATANTRA_MAKAN,THODI_DER_BAHAR,SAB_BIKHRA,DO_TEEN,KOI_NAHI,KOI_NAHI,BHEDI_SOOCHNA,KUCHH_NAHI,,CHAR_PAHIYA,,,,,,,,,
MP-UJJ-06,Ujjain,MP-UJJ-06/0003/2022,21-01-2022 04:22 PM,CHAIN_JHAPATNA,21-01-2022 04:43 AM,21-01-2022 04:49 AM,"Report received at MP-UJJ-06, Ujjain: chain snatching between 21-01-2022 04:43 AM and 21-01-2022 04:49 AM. It is stated that the accused escaped through the lanes, came on a two-wheeler, targeted a victim waiting for transport, rode a motorcycle, struck early in the morning, appear to have watched the place beforehand, left no sign of tools and acted alone. It had been raining heavily that evening. Nearby shops were closed at the time.",,,,,,,KOI_NAHI,,REKI_KI,KUCHH_NAHI,DO_PAHIYA,,,,,MOTORCYCLE,BUS_KA_INTEZAAR,GALIYON_SE,,,
MP-BHO-03,Bhopal,MP-BHO-03/0002/2022,21-01-2022 08:01 PM,CHAIN_JHAPATNA,21-01-2022,21-01-2022,"Report received at MP-BHO-03, Bhopal: chain snatching between 21-01-2022 and 21-01-2022. It is stated that the accused took gold ornaments, took electronic items, fled on foot, rode a motorcycle, acted alone, came on a two-wheeler, escaped along the main road and targeted a victim who was walking. The beat constable had passed the area about an hour earlier.",,,,,,EK,KOI_NAHI,,,SONE_KE_GAHNE|ELECTRONIC_SAMAN,DO_PAHIYA,PAIDAL,,,,MOTORCYCLE,PAIDAL_JA_RAHI,MUKHYA_MARG,,,
MP-JAB-06,Jabalpur,MP-JAB-06/0008/2022,21-01-2022 10:06 PM,DUKAN_BHEDAN,20-01-2022 05:28 PM,21-01-2022 07:54 AM,"Report received at MP-JAB-06, Jabalpur: break-in at commercial premises between 20-01-2022 05:28 PM and 21-01-2022 07:54 AM. It is stated that the accused targeted a shop, used a cutter, ransacked the place and fled on foot. The complainant has submitted bills for some of the items. The complainant does not suspect anyone.",,NAKLI_CHABI,DUKAN,CHHUTTI_ME_BAND,SAB_BIKHRA,,KATAR,,,KUCHH_NAHI,,PAIDAL,,,,,,,,,
MP-JAB-06,Jabalpur,MP-JAB-06/0009/2022,22-01-2022 12:12 AM,ATM_CHHEDCHHAD,20-01-2022 08:54 PM,21-01-2022 02:55 AM,"Complainant appeared at MP-JAB-06 and stated that a ATM tampering happened between 20-01-2022 08:54 PM and 21-01-2022 02:55 AM in Jabalpur. It is stated that the accused struck at night, fled on foot, targeted an offsite ATM kiosk, fitted a skimming device, took cash, came on a two-wheeler and left no sign of tools. The complainant has submitted bills for some of the items. Nearby shops were closed at the time.",,,,,,,KOI_NAHI,MUNH_DHAKA,,NAKAD,DO_PAHIYA,PAIDAL,,,,,,,BAHARI_ATM,SKIMMER_LAGAYA,ALARM_BAND_KIYA
MP-UJJ-05,Ujjain,MP-UJJ-05/0007/2022,22-01-2022 05:51 AM,GRIH_BHEDAN,19-01-2022 11:05 AM,20-01-2022 04:11 AM,"Report received at MP-UJJ-05, Ujjain: house burglary between 19-01-2022 11:05 AM and 20-01-2022 04:11 AM. It is stated that the accused took only selected valuables, took gold ornaments, took electronic items, fled in a four-wheeler, left no sign of tools, targeted an independent house, struck while the occupants were out, got in through the door and had their faces covered. Fingerprint experts visited the scene.",DARWAZA,,SWATANTRA_MAKAN,THODI_DER_BAHAR,CHUNINDA_SAMAN,,KOI_NAHI,MUNH_DHAKA,,SONE_KE_GAHNE|ELECTRONIC_SAMAN,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-GWA-01,Gwalior,MP-GWA-01/0005/2022,22-01-2022 06:34 AM,GRIH_BHEDAN,21-01-2022 08:45 AM,21-01-2022 10:20 PM,"Complainant appeared at MP-GWA-01 and stated that a house burglary happened between 21-01-2022 08:45 AM and 21-01-2022 10:20 PM in Gwalior. It is stated that the accused fled on a two-wheeler, opened it with a duplicate key, had their faces covered, struck while the occupants were out, used a crowbar, used a cutter, made a hole in the wall and took only selected valuables. Nearby shops were closed at the time. A relative of the complainant was the first to notice.",DEEWAR_TODKAR,NAKLI_CHABI,,THODI_DER_BAHAR,CHUNINDA_SAMAN,DO_TEEN,SABBAL|KATAR,MUNH_DHAKA,AKASMIK,,PAIDAL,DO_PAHIYA,,,,,,,,,
MP-UJJ-05,Ujjain,MP-UJJ-05/0008/2022,22-01-2022 12:15 PM,GRIH_BHEDAN,21-01-2022 09:02 PM,22-01-2022 12:45 AM,"The informant reported a house burglary in the jurisdiction of MP-UJJ-05 between 21-01-2022 09:02 PM and 22-01-2022 12:45 AM. It is stated that the accused struck at night, struck while the occupants were inside, left no sign of tools, came on a two-wheeler, made no attempt to avoid identification, acted alone and entered without force. The total value of the stolen property is estimated at Rs. 106,122. The beat constable had passed the area about an hour earlier.",,BINA_TOD_FOD,FLAT,GHAR_WALE_MAUJOOD,,EK,KOI_NAHI,KOI_NAHI,,,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-BHO-03,Bhopal,MP-BHO-03/0003/2022,22-01-2022 01:47 PM,GRIH_BHEDAN,21-01-2022 06:34 PM,22-01-2022 05:24 AM,"The informant reported a house burglary in the jurisdiction of MP-BHO-03 between 21-01-2022 06:34 PM and 22-01-2022 05:24 AM. It is stated that the accused targeted an independent house, took gold ornaments, took cash, ransacked the place, appear to have picked the target by chance, came on foot, struck at night and were a group of four or more. The complainant has submitted bills for some of the items. A relative of the complainant was the first to notice.",KHIDKI,DHAKKA_DEKAR_KHOLA,SWATANTRA_MAKAN,THODI_DER_BAHAR,SAB_BIKHRA,CHAAR_SE_ADHIK,,,,SONE_KE_GAHNE|NAKAD,PAIDAL,PAIDAL,,,,,,,,,
MP-UJJ-03,Ujjain,MP-UJJ-03/0008/2022,22-01-2022 05:09 PM,VAHAN_CHORI,21-01-2022 02:32 PM,21-01-2022 10:17 PM,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-03 between 21-01-2022 02:32 PM and 21-01-2022 10:17 PM. It is stated that the accused struck during the day, took a vehicle, lifted or towed it away, came on a two-wheeler, used a screwdriver, appear to have watched the place beforehand and had their faces covered. Neighbours stated they did not hear anything unusual. A spot panchnama was drawn up in the presence of witnesses.",,,,,,DO_TEEN,PECHKAS,MUNH_DHAKA,REKI_KI,VAHAN,DO_PAHIYA,,MAAL_VAHAN,UTHA_LE_GAYE,,,,,,,
MP-UJJ-04,Ujjain,MP-UJJ-04/0004/2022,22-01-2022 05:32 PM,VAHAN_CHORI,14-01-2022 08:43 PM,18-01-2022 11:26 PM,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-04 between 14-01-2022 08:43 PM and 18-01-2022 11:26 PM. It is stated that the accused acted alone, fled on a two-wheeler, came on foot, stole a scooter and made no attempt to avoid identification. The beat constable had passed the area about an hour earlier. The complainant has submitted bills for some of the items.",,,,,,EK,,,,,PAIDAL,DO_PAHIYA,,NAKLI_CHABI,STATION_PARISAR,,,,,,
MP-JAB-05,Jabalpur,MP-JAB-05/0004/2022,22-01-2022 07:52 PM,ATM_CHHEDCHHAD,19-01-2022 08:32 PM,22-01-2022 03:03 PM,"Report received at MP-JAB-05, Jabalpur: ATM tampering between 19-01-2022 08:32 PM and 22-01-2022 03:03 PM. It is stated that the accused took cash, targeted an offsite ATM kiosk, used a gas cutter, fitted a cash trap, fled on foot, had their faces covered, came on a two-wheeler and were two or three persons. The dog squad was summoned to the spot. Neighbours stated they did not hear anything unusual.",,,,,,DO_TEEN,GAS_KATAR,MUNH_DHAKA,,NAKAD,DO_PAHIYA,PAIDAL,,,,,,,BAHARI_ATM,NOTE_ATKAYE,ALARM_CHALU
