fir_number,district_name,ps_name,crime_category,offence_from_dt,offence_to_dt,fir_reg_dt,mo_description,brief_facts
TG-RAN-05/0009/2022,Rangareddy,TG-RAN-05,HB - Residential,2022-02-05T02:04:00,2022-02-05T06:36:00,2022-02-11T21:00:00,Accused struck while the occupants were out; made no attempt to avoid identification; appear to have picked the target by chance; took cash; took electronic items; took documents; struck early in the morning; fled on foot; left no sign of tools; entered without force; got in through the door.,"The complainant reported house burglary that occurred between 2022-02-05T02:04:00 and 2022-02-05T06:36:00 in Rangareddy. It is stated that the accused struck while the occupants were out, made no attempt to avoid identification, appear to have picked the target by chance, took cash, took electronic items, took documents, struck early in the morning, fled on foot, left no sign of tools and entered without force. A spot panchnama was drawn up in the presence of witnesses. Nearby shops were closed at the time."
TG-RAN-02/0007/2022,Rangareddy,TG-RAN-02,Chain Snatching,2022-02-11T23:58:00,2022-02-12T00:10:00,2022-02-12T06:48:00,Accused made no attempt to avoid identification; left no sign of tools; fled on a two-wheeler; were two or three persons; struck at night; escaped towards the highway; came on a two-wheeler; took gold ornaments; rode a motorcycle.,"The complainant reported chain snatching that occurred between 2022-02-11T23:58:00 and 2022-02-12T00:10:00 in Rangareddy. It is stated that the accused made no attempt to avoid identification, left no sign of tools, fled on a two-wheeler, were two or three persons, struck at night, escaped towards the highway, came on a two-wheeler, rode a motorcycle and targeted a victim on a morning walk. A spot panchnama was drawn up in the presence of witnesses. The complainant noticed the incident on returning and informed the police."
TG-NIZ-07/0006/2022,Nizamabad,TG-NIZ-07,HB - Residential,2022-02-10T21:33:00,2022-02-11T05:13:00,2022-02-12T18:10:00,Accused broke the lock; got in through the door; took gold ornaments; took cash; took electronic items; targeted a row house; made no attempt to avoid identification; appear to have picked the target by chance; left no sign of tools; were two or three persons; struck at night; ransacked the place; fled in a four-wheeler.,"Complaint received at TG-NIZ-07 (Nizamabad) regarding house burglary between 2022-02-10T21:33:00 and 2022-02-11T05:13:00. It is stated that the accused broke the lock, got in through the door, took gold ornaments, took cash, took electronic items, targeted a row house, made no attempt to avoid identification, appear to have picked the target by chance, left no sign of tools, were two or three persons, struck at night, ransacked the place and fled in a four-wheeler. Street lights in the area were reported not working. The beat constable had passed the area about an hour earlier."
TG-HYD-03/0006/2022,Hyderabad,TG-HYD-03,MV Theft,2022-02-12T15:38:00,2022-02-12T20:55:00,2022-02-13T03:54:00,Accused took a vehicle; left no sign of tools; made no attempt to avoid identification; came on foot; took it from residential parking; appear to have picked the target by chance; struck during the day; fled on a two-wheeler.,"Complaint received at TG-HYD-03 (Hyderabad) regarding vehicle theft between 2022-02-12T15:38:00 and 2022-02-12T20:55:00. It is stated that the accused took a vehicle, left no sign of tools, made no attempt to avoid identification, came on foot, took it from residential parking, appear to have picked the target by chance, were two or three persons, struck during the day and fled on a two-wheeler. The beat constable had passed the area about an hour earlier. The complainant does not suspect anyone."
TG-RAN-06/0008/2022,Rangareddy,TG-RAN-06,MV Theft,2022-02-10,2022-02-11,2022-02-13T10:52:00,Accused made no attempt to avoid identification; fled on a two-wheeler; left no sign of tools; stole a motorcycle; appear to have picked the target by chance; took a vehicle; came on foot; were two or three persons.,"Complaint received at TG-RAN-06 (Rangareddy) regarding vehicle theft between 2022-02-10 and 2022-02-11. It is stated that the accused took it from residential parking, made no attempt to avoid identification, fled on a two-wheeler, left no sign of tools, stole a motorcycle, appear to have picked the target by chance, took a vehicle, came on foot and were two or three persons. It had been raining heavily that evening. The complainant noticed the incident on returning and informed the police."
TG-HAN-07/0007/2022,Hanumakonda,TG-HAN-07,Chain Snatching,2022-02-12T15:48:00,2022-02-12T15:54:00,2022-02-13T10:52:00,Accused rode a motorcycle; fled on a two-wheeler; struck during the day; came on a two-wheeler; left no sign of tools; took electronic items; targeted a victim who was walking; acted alone.,"Case registered at TG-HAN-07 on a complaint of chain snatching committed between 2022-02-12T15:48:00 and 2022-02-12T15:54:00. It is stated that the accused rode a motorcycle, fled on a two-wheeler, appear to have picked the target by chance, struck during the day, came on a two-wheeler, took electronic items, targeted a victim who was walking and acted alone. Fingerprint experts visited the scene. The total value of the stolen property is estimated at Rs. 336,169."
TG-NIZ-02/0003/2022,Nizamabad,TG-NIZ-02,ATM Offence,2022-02-12T15:15:00,2022-02-13T01:38:00,2022-02-13T14:06:00,Accused appear to have watched the place beforehand; came in a four-wheeler; targeted an ATM at a bank branch; took cash; left no sign of tools; had their faces covered; left the alarm untouched; struck during the day; used explosives on the machine; were two or three persons.,"The complainant reported ATM tampering that occurred between 2022-02-12T15:15:00 and 2022-02-13T01:38:00 in Nizamabad. It is stated that the accused appear to have watched the place beforehand, came in a four-wheeler, targeted an ATM at a bank branch, took cash, left no sign of tools, had their faces covered, left the alarm untouched, struck during the day and used explosives on the machine. Fingerprint experts visited the scene. The complainant has submitted bills for some of the items."
TG-HAN-06/0008/2022,Hanumakonda,TG-HAN-06,HB - Residential,2022-02-13,2022-02-13,2022-02-13T19:57:00,Accused appear to have picked the target by chance; struck while the occupants were inside; acted alone; took nothing; targeted a shop-cum-residence; came on foot; fled on foot; climbed in via the balcony; used a crowbar; used a screwdriver.,"The complainant reported house burglary that occurred between 2022-02-13 and 2022-02-13 in Hanumakonda. It is stated that the accused appear to have picked the target by chance, struck during the day, struck while the occupants were inside, acted alone, took nothing, targeted a shop-cum-residence, fled on foot and climbed in via the balcony. A spot panchnama was drawn up in the presence of witnesses. Enquiries with nearby residents are in progress."
TG-KAR-07/0008/2022,Karimnagar,TG-KAR-07,HB - Commercial,2022-02-13T20:01:00,2022-02-14T03:00:00,2022-02-14T05:34:00,Accused used a cutter; got in through the roof; forced the door open; struck at night; took only selected valuables; targeted a godown; fled on foot; struck while the premises were closed for the night; took cash.,"Complaint received at TG-KAR-07 (Karimnagar) regarding break-in at commercial premises between 2022-02-13T20:01:00 and 2022-02-14T03:00:00. It is stated that the accused used a cutter, forced the door open, struck at night, took only selected valuables, targeted a godown, fled on foot, struck while the premises were closed for the night, took cash and made no attempt to avoid identification. Fingerprint experts visited the scene. Neighbours stated they did not hear anything unusual."
TG-HYD-05/0006/2022,Hyderabad,TG-HYD-05,HB - Residential,2022-02-13,2022-02-13,2022-02-14T07:13:00,Accused made no attempt to avoid identification; took gold ornaments; took cash; targeted an apartment; fled on a two-wheeler; were a group of four or more; got in through the door; struck while the occupants were inside; went straight to where the valuables were kept; came on foot.,"Complaint received at TG-HYD-05 (Hyderabad) regarding house burglary between 2022-02-13 and 2022-02-13. It is stated that the accused made no attempt to avoid identification, appear to have watched the place beforehand, took gold ornaments, took cash, targeted an apartment, fled on a two-wheeler, were a group of four or more, got in through the door, struck while the occupants were inside, went straight to where the valuables were kept, used a cutter and came on foot. A spot panchnama was drawn up in the presence of witnesses. Enquiries with nearby residents are in progress."
TG-HAN-06/0009/2022,Hanumakonda,TG-HAN-06,MV Theft,2022-02-10,2022-02-11,2022-02-14T09:43:00,Accused stole a car; took a vehicle; took it from a market area; made no attempt to avoid identification; started it with a duplicate key; were two or three persons; used a screwdriver.,"The complainant reported vehicle theft that occurred between 2022-02-10 and 2022-02-11 in Hanumakonda. It is stated that the accused stole a car, appear to have picked the target by chance, took a vehicle, took it from a market area, made no attempt to avoid identification, came on foot, started it with a duplicate key, were two or three persons and used a screwdriver. The complainant does not suspect anyone. Fingerprint experts visited the scene."
TG-HAN-03/0008/2022,Hanumakonda,TG-HAN-03,HB - Commercial,2022-02-13,2022-02-13,2022-02-14T14:59:00,Accused acted alone; appear to have picked the target by chance; struck while the occupants were out; used a crowbar; used a screwdriver; made no attempt to avoid identification; fled in a four-wheeler; took nothing; took only selected valuables; came in a four-wheeler; broke the lock; targeted a row house; got in through a window.,"Case registered at TG-HAN-03 on a complaint of break-in at commercial premises committed between 2022-02-13 and 2022-02-13. It is stated that the accused acted alone, appear to have picked the target by chance, struck while the occupants were out, used a crowbar, used a screwdriver, made no attempt to avoid identification, fled in a four-wheeler, took nothing, took only selected valuables, came in a four-wheeler and got in through a window. The complainant has submitted bills for some of the items. The complainant noticed the incident on returning and informed the police."
TG-KAR-03/0004/2022,Karimnagar,TG-KAR-03,HB - Residential,2022-02-13T23:02:00,2022-02-14T03:58:00,2022-02-14T17:36:00,Accused got in through the door; acted alone; struck while the occupants were out; entered without force; used a screwdriver; struck at night; had their faces covered; appear to have watched the place beforehand; targeted a row house; took gold ornaments; took cash; took electronic items.,"Complaint received at TG-KAR-03 (Karimnagar) regarding house burglary between 2022-02-13T23:02:00 and 2022-02-14T03:58:00. It is stated that the accused got in through the door, acted alone, entered without force, used a screwdriver, struck at night, had their faces covered, appear to have watched the place beforehand, targeted a row house, took gold ornaments, took cash and took electronic items. The dog squad was summoned to the spot. A relative of the complainant was the first to notice."
