FIR_NO,DISTRICT,POLICE_STATION,CRIME_HEAD,OCCURRENCE_FROM,OCCURRENCE_TO,REGISTRATION_DATE,NO_OF_ACCUSED,WEAPONS_TOOLS,CONCEALMENT,TARGET_TYPE,PROPERTY_STOLEN,MODE_OF_ARRIVAL,MODE_OF_ESCAPE,PLACE_OF_ENTRY,MODE_OF_ENTRY,PREMISES_TYPE,PREMISES_STATUS,SEARCH_TYPE,VEHICLE_TYPE,VEHICLE_START_METHOD,PARKING_PLACE,OFFENDER_VEHICLE,VICTIM_ACTIVITY,ESCAPE_ROUTE,ATM_SITE_TYPE,ATM_ATTACK,ALARM_STATUS,FIR_CONTENTS
MH-PUN-06/0040/2021,Pune,MH-PUN-06,SHOP BREAKING,24/06/2021 16:05,25/06/2021 01:27,25/06/2021 13:38,ONE,CROWBAR;CUTTER;SCREW DRIVER,NIL,CHANCE,CASH;VEHICLE,FOUR WHEELER,FOUR WHEELER,SHUTTER,LOCK BROKEN,GODOWN,,SELECTIVE,,,,,,,,,,"On receipt of information, it was learnt that a break-in at commercial premises occurred in Pune between 24/06/2021 16:05 and 25/06/2021 01:27. It is stated that the accused acted alone, fled in a four-wheeler, made no attempt to avoid identification, used a crowbar, used a cutter, used a screwdriver, targeted a godown, took cash, took a vehicle, appear to have picked the target by chance, got in by lifting the shutter, took only selected valuables and broke the lock. The dog squad was summoned to the spot. The beat constable had passed the area about an hour earlier."
MH-KOL-03/0031/2021,Kolhapur,MH-KOL-03,MOTOR VEHICLE THEFT,23/06/2021 02:14,24/06/2021 00:40,25/06/2021 14:29,ONE,NIL,NIL,,DOCUMENTS;VEHICLE,ON FOOT,TWO WHEELER,,,,,,MOTOR CYCLE,DIRECT CONNECTION,RLY STN / BUS STAND,,,,,,,"Complainant reports that a vehicle theft took place within MH-KOL-03 police station limits, Kolhapur, between 23/06/2021 02:14 and 24/06/2021 00:40. It is stated that the accused fled on a two-wheeler, left no sign of tools, made no attempt to avoid identification, acted alone, stole a motorcycle and took it from station parking. It had been raining heavily that evening. Enquiries with nearby residents are in progress."
MH-NAG-05/0034/2021,Nagpur,MH-NAG-05,ATM TAMPERING,23/06/2021 18:51,24/06/2021 04:22,25/06/2021 15:40,2 TO 3,CROWBAR;SCREW DRIVER;GAS CUTTER,FACE MASKED,RECCE DONE,CASH,,FOUR WHEELER,,,,,,,,,,,,BRANCH ATM,FORCIBLY OPENED,ALARM INTACT,"Complainant reports that a ATM tampering took place within MH-NAG-05 police station limits, Nagpur, between 23/06/2021 18:51 and 24/06/2021 04:22. It is stated that the accused used a crowbar, used a screwdriver, used a gas cutter, fled in a four-wheeler, left the alarm untouched, were two or three persons, forced the machine open, appear to have watched the place beforehand, took cash and targeted an ATM at a bank branch. The total value of the stolen property is estimated at Rs. 146,678. A relative of the complainant was the first to notice."
MH-KOL-06/0044/2021,Kolhapur,MH-KOL-06,SHOP BREAKING,22/06/2021 16:36,23/06/2021 01:05,25/06/2021 15:49,2 TO 3,SCREW DRIVER;GAS CUTTER,NIL,,GOLD ORNAMENTS;CASH,TWO WHEELER,ON FOOT,MAIN DOOR,LOCK BROKEN,FLAT,OCCUPIED,SELECTIVE,,,,,,,,,,"On receipt of information, it was learnt that a break-in at commercial premises occurred in Kolhapur between 22/06/2021 16:36 and 23/06/2021 01:05. It is stated that the accused were two or three persons, fled on foot, got in through the door, used a screwdriver, used a gas cutter, took gold ornaments, took cash, came on a two-wheeler, made no attempt to avoid identification, struck during the day, targeted an apartment, took only selected valuables, broke the lock and struck while the occupants were inside. A spot panchnama was drawn up in the presence of witnesses. The dog squad was summoned to the spot."
MH-KOL-04/0046/2021,Kolhapur,MH-KOL-04,HOUSE BREAKING,25/06/2021,25/06/2021,25/06/2021 16:05,ONE,CUTTER;SCREW DRIVER,HAND GLOVES,CHANCE,NIL,ON FOOT,,ROOF / TERRACE,,SHOP CUM RESIDENCE,OCCUPIED,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Kolhapur between 25/06/2021 and 25/06/2021. It is stated that the accused wore gloves, ransacked the place, targeted a shop-cum-residence, came on foot, got in through the roof, struck while the occupants were inside, used a cutter and used a screwdriver. The complainant has submitted bills for some of the items."
MH-PUN-03/0042/2021,Pune,MH-PUN-03,HOUSE BREAKING,23/06/2021,23/06/2021,25/06/2021 16:59,ONE,NIL,NIL,CHANCE,CASH,TWO WHEELER,TWO WHEELER,WINDOW,DUPLICATE KEY,FLAT,LOCKED - OWNER OUT,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Pune between 23/06/2021 and 23/06/2021. It is stated that the accused fled on a two-wheeler, acted alone, ransacked the place, appear to have picked the target by chance, got in through a window, left no sign of tools, came on a two-wheeler, struck while the occupants were out and took cash. The complainant does not suspect anyone. The dog squad was summoned to the spot."
MH-NAS-08/0031/2021,Nashik,MH-NAS-08,HOUSE BREAKING,21/06/2021 21:26,23/06/2021 02:59,25/06/2021 17:06,4 AND ABOVE,NIL,NIL,CHANCE,ELECTRONIC ITEMS,ON FOOT,ON FOOT,BALCONY,,BUNGALOW,LOCKED - OWNER OUT,,,,,,,,,,,"As per the complaint, unknown persons committed house burglary in Nashik (MH-NAS-08) sometime between 21/06/2021 21:26 and 23/06/2021 02:59. It is stated that the accused struck while the occupants were out, came on foot, entered without force, appear to have picked the target by chance, made no attempt to avoid identification, targeted an independent house, fled on foot, took electronic items, left no sign of tools and climbed in via the balcony. Fingerprint experts visited the scene. It had been raining heavily that evening."
MH-KOL-08/0050/2021,Kolhapur,MH-KOL-08,MOTOR VEHICLE THEFT,23/06/2021 23:06,24/06/2021 06:15,25/06/2021 18:37,,NIL,FACE MASKED,CHANCE,DOCUMENTS;VEHICLE,ON FOOT,FOUR WHEELER,,,,,,CAR,DUPLICATE KEY,ROADSIDE,,,,,,,"On receipt of information, it was learnt that a vehicle theft occurred in Kolhapur between 23/06/2021 23:06 and 24/06/2021 06:15. It is stated that the accused stole a car, took documents, took a vehicle, fled in a four-wheeler, left no sign of tools, had their faces covered, took it from the roadside, appear to have picked the target by chance, started it with a duplicate key and struck at night. The beat constable had passed the area about an hour earlier. The total value of the stolen property is estimated at Rs. 13,713."
MH-THA-01/0035/2021,Thane,MH-THA-01,CHAIN SNATCHING,25/06/2021 13:23,25/06/2021 13:28,25/06/2021 22:17,2 TO 3,NIL,NIL,CHANCE,GOLD ORNAMENTS,TWO WHEELER,TWO WHEELER,,,,,,,,,MOTOR CYCLE,SHOPPING,MAIN ROAD,,,,"Complainant reports that a chain snatching took place within MH-THA-01 police station limits, Thane, between 25/06/2021 13:23 and 25/06/2021 13:28. It is stated that the accused escaped along the main road, were two or three persons, appear to have picked the target by chance, came on a two-wheeler, left no sign of tools, fled on a two-wheeler, made no attempt to avoid identification, struck during the day, targeted a victim who was shopping and took gold ornaments. The total value of the stolen property is estimated at Rs. 453,998. The complainant noticed the incident on returning and informed the police."
MH-NAS-07/0034/2021,Nashik,MH-NAS-07,HOUSE BREAKING,21/06/2021 23:02,22/06/2021 00:54,25/06/2021 23:55,2 TO 3,CROWBAR;SCREW DRIVER,NIL,,ELECTRONIC ITEMS,ON FOOT,ON FOOT,,LOCK BROKEN,FLAT,OCCUPIED,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Nashik between 21/06/2021 23:02 and 22/06/2021 00:54. It is stated that the accused ransacked the place, made no attempt to avoid identification, were two or three persons, broke the lock, struck at night, fled on foot, took electronic items, got in through a window, struck while the occupants were inside and targeted an apartment. A spot panchnama was drawn up in the presence of witnesses. The complainant noticed the incident on returning and informed the police."
MH-NAS-02/0031/2021,Nashik,MH-NAS-02,ATM TAMPERING,22/06/2021 07:48,23/06/2021 19:52,26/06/2021 00:30,2 TO 3,SCREW DRIVER,CCTV DAMAGED,RECCE DONE,CASH,TWO WHEELER,FOUR WHEELER,,,,,,,,,,,,BRANCH ATM,SKIMMER FITTED,ALARM INTACT,"As per the complaint, unknown persons committed ATM tampering in Nashik (MH-NAS-02) sometime between 22/06/2021 07:48 and 23/06/2021 19:52. It is stated that the accused fled in a four-wheeler, took cash, left the alarm untouched, fitted a skimming device, targeted an ATM at a bank branch, were two or three persons, appear to have watched the place beforehand, came on a two-wheeler and disabled the CCTV camera. A relative of the complainant was the first to notice. The complainant has submitted bills for some of the items."
MH-NAS-03/0036/2021,Nashik,MH-NAS-03,HOUSE BREAKING,25/06/2021 08:01,25/06/2021 14:00,26/06/2021 00:30,ONE,CROWBAR;CUTTER;SCREW DRIVER,NIL,INSIDE INFORMATION,CASH,TWO WHEELER,TWO WHEELER,BALCONY,LOCK BROKEN,BUNGALOW,LOCKED - OWNER OUT,RANSACKED,,,,,,,,,,"As per the complaint, unknown persons committed house burglary in Nashik (MH-NAS-03) sometime between 25/06/2021 08:01 and 25/06/2021 14:00. It is stated that the accused used a crowbar, used a cutter, used a screwdriver, struck during the day, acted alone, made no attempt to avoid identification, targeted an independent house, fled on a two-wheeler, appear to have had inside information, took cash and ransacked the place. It had been raining heavily that evening. Street lights in the area were reported not working."
MH-KOL-07/0040/2021,Kolhapur,MH-KOL-07,MOTOR VEHICLE THEFT,24/06/2021,25/06/2021,26/06/2021 00:57,2 TO 3,SCREW DRIVER,NIL,INSIDE INFORMATION,VEHICLE,TWO WHEELER,FOUR WHEELER,,,,,,CAR,HANDLE LOCK BROKEN,ROADSIDE,,,,,,,"Complainant reports that a vehicle theft took place within MH-KOL-07 police station limits, Kolhapur, between 24/06/2021 and 25/06/2021. It is stated that the accused made no attempt to avoid identification, used a screwdriver, took a vehicle, came on a two-wheeler, were two or three persons, took it from the roadside, broke the handle lock, appear to have had inside information, fled in a four-wheeler and stole a car. The complainant does not suspect anyone. The complainant has submitted bills for some of the items."
MH-KOL-06/0045/2021,Kolhapur,MH-KOL-06,HOUSE BREAKING,05/06/2021 19:10,25/06/2021 06:58,26/06/2021 03:40,2 TO 3,NIL,HAND GLOVES,RECCE DONE,GOLD ORNAMENTS;CASH,,ON FOOT,MAIN DOOR,LOCK BROKEN,FLAT,LOCKED - OWNER OUT,,,,,,,,,,,"As per the complaint, unknown persons committed house burglary in Kolhapur (MH-KOL-06) sometime between 05/06/2021 19:10 and 25/06/2021 06:58. It is stated that the accused took gold ornaments, took cash, appear to have watched the place beforehand, broke the lock, got in through the door, targeted an apartment, left no sign of tools and fled on foot. Neighbours stated they did not hear anything unusual. The beat constable had passed the area about an hour earlier."
MH-KOL-02/0039/2021,Kolhapur,MH-KOL-02,HOUSE BREAKING,08/05/2021 19:15,24/06/2021 11:36,26/06/2021 08:28,2 TO 3,CROWBAR,NIL,RECCE DONE,GOLD ORNAMENTS;ELECTRONIC ITEMS,ON FOOT,ON FOOT,ROOF / TERRACE,,FLAT,LOCKED - OUT OF STATION,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Kolhapur between 08/05/2021 19:15 and 24/06/2021 11:36. It is stated that the accused appear to have watched the place beforehand, got in through the roof, came on foot, ransacked the place, were two or three persons, targeted an apartment, used a crowbar, made no attempt to avoid identification and struck while the house was locked for days. Fingerprint experts visited the scene. The complainant does not suspect anyone."
MH-THA-07/0036/2021,Thane,MH-THA-07,HOUSE BREAKING,24/06/2021 23:14,25/06/2021 04:02,26/06/2021 09:23,4 AND ABOVE,CROWBAR;SCREW DRIVER,NIL,RECCE DONE,GOLD ORNAMENTS;ELECTRONIC ITEMS,TWO WHEELER,TWO WHEELER,MAIN DOOR,,FLAT,LOCKED - OWNER OUT,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Thane between 24/06/2021 23:14 and 25/06/2021 04:02. It is stated that the accused struck at night, fled on a two-wheeler, appear to have watched the place beforehand, ransacked the place, were a group of four or more, took gold ornaments, took electronic items, came on a two-wheeler, struck while the occupants were out, targeted an apartment and made no attempt to avoid identification. It had been raining heavily that evening. Nearby shops were closed at the time."
MH-NAG-07/0035/2021,Nagpur,MH-NAG-07,HOUSE BREAKING,25/06/2021 15:38,25/06/2021 18:43,26/06/2021 11:10,ONE,CROWBAR,CCTV DAMAGED,CHANCE,NIL,ON FOOT,ON FOOT,MAIN DOOR,LOCK BROKEN,FLAT,LOCKED - OWNER OUT,RANSACKED,,,,,,,,,,"As per the complaint, unknown persons committed house burglary in Nagpur (MH-NAG-07) sometime between 25/06/2021 15:38 and 25/06/2021 18:43. It is stated that the accused came on foot, struck while the occupants were out, appear to have picked the target by chance, disabled the CCTV camera, fled on foot, ransacked the place, got in through the door, acted alone, struck during the day, took nothing, broke the lock and used a crowbar. Fingerprint experts visited the scene. It had been raining heavily that evening."
MH-NAS-01/0034/2021,Nashik,MH-NAS-01,HOUSE BREAKING,25/06/2021,26/06/2021,26/06/2021 12:52,2 TO 3,NIL,NIL,,GOLD ORNAMENTS;CASH,TWO WHEELER,ON FOOT,,DOOR FORCED,ROW HOUSE,LOCKED - OWNER OUT,RANSACKED,,,,,,,,,,"As per the complaint, unknown persons committed house burglary in Nashik (MH-NAS-01) sometime between 25/06/2021 and 26/06/2021. It is stated that the accused took gold ornaments, took cash, forced the door open, came on a two-wheeler, made no attempt to avoid identification, left no sign of tools, were two or three persons, fled on foot, ransacked the place, targeted a row house and struck while the occupants were out. The complainant has submitted bills for some of the items."
MH-NAG-01/0034/2021,Nagpur,MH-NAG-01,ATM TAMPERING,25/06/2021 14:00,26/06/2021 03:47,26/06/2021 13:47,2 TO 3,NIL,FACE MASKED,INSIDE INFORMATION,CASH,TWO WHEELER,TWO WHEELER,,,,,,,,,,,,BRANCH ATM,CASH TRAP,ALARM INTACT,"As per the complaint, unknown persons committed ATM tampering in Nagpur (MH-NAG-01) sometime between 25/06/2021 14:00 and 26/06/2021 03:47. It is stated that the accused appear to have had inside information, left the alarm untouched, fled on a two-wheeler, were two or three persons, took cash, targeted an ATM at a bank branch, fitted a cash trap, had their faces covered and came on a two-wheeler. Street lights in the area were reported not working. A relative of the complainant was the first to notice."
MH-KOL-02/0040/2021,Kolhapur,MH-KOL-02,MOTOR VEHICLE THEFT,24/06/2021 23:53,26/06/2021 08:41,26/06/2021 14:18,2 TO 3,SCREW DRIVER,NIL,CHANCE,VEHICLE,,FOUR WHEELER,,,,,,CAR,DUPLICATE KEY,SOCIETY PARKING,,,,,,,"On receipt of information, it was learnt that a vehicle theft occurred in Kolhapur between 24/06/2021 23:53 and 26/06/2021 08:41. It is stated that the accused started it with a duplicate key, appear to have picked the target by chance, were two or three persons, took a vehicle, stole a car and took it from residential parking. The complainant does not suspect anyone. Street lights in the area were reported not working."
MH-KOL-07/0041/2021,Kolhapur,MH-KOL-07,SHOP BREAKING,22/06/2021 15:04,26/06/2021 11:06,26/06/2021 17:06,4 AND ABOVE,CUTTER,NIL,,NIL,TWO WHEELER,FOUR WHEELER,MAIN DOOR,,SHOP CUM RESIDENCE,CLOSED - HOLIDAY,,,,,,,,,,,"Complainant reports that a break-in at commercial premises took place within MH-KOL-07 police station limits, Kolhapur, between 22/06/2021 15:04 and 26/06/2021 11:06. It is stated that the accused took nothing, fled in a four-wheeler, got in through the door, were a group of four or more, targeted a shop-cum-residence, made no attempt to avoid identification, struck while the premises were closed for a holiday and came on a two-wheeler. The complainant noticed the incident on returning and informed the police. Street lights in the area were reported not working."
MH-NAG-02/0034/2021,Nagpur,MH-NAG-02,ATM TAMPERING,25/06/2021 22:31,26/06/2021 06:46,26/06/2021 17:21,2 TO 3,NIL,,RECCE DONE,,FOUR WHEELER,FOUR WHEELER,,,,,,,,,,,,OFFSITE ATM,CASH TRAP,ALARM INTACT,"On receipt of information, it was learnt that a ATM tampering occurred in Nagpur between 25/06/2021 22:31 and 26/06/2021 06:46. It is stated that the accused left the alarm untouched, left no sign of tools, targeted an offsite ATM kiosk, were two or three persons, fled in a four-wheeler and struck at night. A spot panchnama was drawn up in the presence of witnesses."
MH-PUN-07/0030/2021,Pune,MH-PUN-07,CHAIN SNATCHING,26/06/2021 04:07,26/06/2021 04:12,26/06/2021 17:31,2 TO 3,NIL,NIL,CHANCE,GOLD ORNAMENTS,TWO WHEELER,TWO WHEELER,,,,,,,,,MOTOR CYCLE,MORNING WALK,MAIN ROAD,,,,"On receipt of information, it was learnt that a chain snatching occurred in Pune between 26/06/2021 04:07 and 26/06/2021 04:12. It is stated that the accused came on a two-wheeler, appear to have picked the target by chance, targeted a victim on a morning walk, rode a motorcycle, left no sign of tools, struck early in the morning, escaped along the main road, made no attempt to avoid identification, took gold ornaments and fled on a two-wheeler. Nearby shops were closed at the time. The complainant does not suspect anyone."
MH-NAG-05/0035/2021,Nagpur,MH-NAG-05,MOTOR VEHICLE THEFT,23/06/2021 05:43,23/06/2021 15:55,26/06/2021 18:51,2 TO 3,SCREW DRIVER,NIL,CHANCE,VEHICLE,ON FOOT,TWO WHEELER,,,,,,MOTOR CYCLE,HANDLE LOCK BROKEN,MARKET AREA,,,,,,,"On receipt of information, it was learnt that a vehicle theft occurred in Nagpur between 23/06/2021 05:43 and 23/06/2021 15:55. It is stated that the accused made no attempt to avoid identification, came on foot, used a screwdriver, were two or three persons, fled on a two-wheeler, broke the handle lock, struck during the day, appear to have picked the target by chance and took it from a market area. The complainant has submitted bills for some of the items. Fingerprint experts visited the scene."
